"ID","doi","smiles","DoU","NAts","NAtsBin","HOMO_indo","LUMO_indo","HOMO_pm7","LUMO_pm7","HOMO_qm_321","LUMO_qm_321","HOMO_qm_631","LUMO_qm_631"
"DUHWIM","10.1016/S0040-4020(01)87386-5","CCC12CCCN3CCC4(C13)c1ccccc1N(C4(O)C(C2)OC(=O)c1cccc(Cl)c1)S(=O)(=O)c1ccc(OC)cc1",17.0,78.0,"(70, 80]","","",-8.753902570585,-0.5553843688705,-5.5372447438245,-1.1475041075585,-5.832760385467499,-1.1910423236385002
"DUVYAW","10.1016/j.bmc.2015.11.012","COC(C1=C(C)C(=C(N1)C=C1N=C(C=C2NC(=O)C(=C2C)C=C)C(=C1CCC(=O)OC)C)CCC(=O)OC)C1(NC(=O)C(=C1C=C)C)OC",18.0,93.0,"(90, 100]",-8.3601538289115,0.2478957178055,-8.079876562896501,-1.7711890529044998,-5.016146720117,-2.4971888060385004,-4.9821324888045,-2.524128077238
"EABXIO","10.1021/jo00059a001","O=C(ON1C(=O)CCC1=O)C=[N+]=[N-]",6.0,18.0,"(10, 20]",-10.9310854884355,2.9227748682205004,-10.278284361086,-0.9145746515305,-6.885296759201499,-2.1156851876375,-7.119858898332501,-2.2054827583025
"EBEBSM","","CCC(CS(=O)(=O)c1c(C)cc(C)cc1C)=CCBr",5.0,40.0,"(30, 40]","","",-9.6145986797165,-0.37551711369,-6.6393058383494985,-0.94151392273,-6.6918238114960005,-1.062332472352
"EBUZUW","10.1002/1521-3749(200107)627:7<1638::AID-ZAAC1638>3.0.CO;2-C","CC(C)(C)[Si](c1ccccc1)(C(C)(C)C)[Si](c1ccccc1)(C(C)(C)C)C(C)(C)C",8.0,76.0,"(70, 80]","","",-9.191461642189,-0.1907518092005,-6.100248300509,-0.306400195663,-6.086642607984,-0.394020855524
"EDEWIU","10.1107/S1600536807025123","CC1(C)CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(OC(=O)c6ccccc6)C(C)(C)C5CCC34C)C2C1",11.0,93.0,"(90, 100]",-10.88999629701,3.3026458035185,-9.163161801737,-0.3570133718559999,-6.0591591090835015,-0.8677710692445001,-6.0591591090835015,-0.9477725412915
"EDOTAT","","Nc1ccccc1C1=NN=CO1",7.0,19.0,"(10, 20]",-9.941951641868,3.0678115505370003,-8.7041057359435,-0.71838056532,-5.4566990440765,-1.0909044266545,-5.5062237648675,-1.1104966238905
"EDOWUP","10.1039/b106096c","CCCCN(CCCC)c1ccc(C=Cc2ccnc(c2)c2cc(ccn2)C=Cc2ccc(cc2)N(CCCC)CCCC)cc1",18.0,100.0,"(90, 100]",-8.768052490811,2.4443987190415,-7.8115723063035,-0.6225964899440001,-4.788659541099,-1.149953132213,-4.77287693777,-1.1719943541034998
"ENOVIN","10.1021/om100544f","CC(C)(C)c1ccc2c3ccc(cc3[Si]3(c2c1)c1cc(ccc1c1ccc(cc31)C(C)(C)C)C(C)(C)C)C(C)(C)C",18.0,89.0,"(80, 90]","","",-8.5168914067995,-0.33197889761,-5.6145250773665,-0.9183842454375,-5.5269044175055,-0.946411972039
"EQANIU","10.1021/jo1022487","CN1CCc2ccc(O)c3OC4CC(O)C=CC4(CC1)c23",8.0,42.0,"(40, 50]",-10.71584343269,3.9230653826585,-8.882884535721999,-0.0421776468275,-5.3913917199565,-0.0987773277315,-5.7304455776795,-0.1760576612734999
"EQEGUE","10.1039/C5CC05368D","O1B(c2ccccc2)C(=C(c2ccccc2)C(=C(C(N1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1",31.0,86.0,"(80, 90]",-9.640993723215,2.3257570802235,-8.4989318926665,-0.8353895210350001,-5.5013257155585,-1.467237881896,-5.467855711947,-1.426965032022
"EQEVAY","10.1039/c1cc10124b","CC(C(COS(=O)(=O)c1ccc(C)cc1)C1c2ccccc2Oc2ccccc12)c1ccccc1",17.0,63.0,"(60, 70]","","",-9.1111880562915,-0.4761992383750001,-5.9503135688835,-0.906683349866,-5.945143405724,-0.984507911109
"EROBEU","10.1039/C6CC05745D","CCOC(=O)C(F)(F)C1=C(c2ccccc2)C2=C(C(=O)N(C)C1)c1ccccc1N2C",14.0,53.0,"(50, 60]",-10.0848114133805,1.8838441870115,-8.680976058651003,-0.9613782338165,-5.575884910595501,-1.441114952248,-5.589762716971,-1.484653168328
"ESILID02","10.1039/C6GC01622G","Oc1ccc2COCc2c1",5.0,18.0,"(10, 20]",-11.285649835637,4.0117744979215,-9.3397636907115,-0.1967383139115,-6.0787513063195,-0.193745061556,-6.1358952149245,-0.25578701947
"ESTRON14","10.1021/ja061080v","CC12CCC3C(CCc4cc(O)ccc34)C1CCC2=O",8.0,42.0,"(40, 50]",-11.066326072133998,3.9715016480475,-9.162073346335,0.084355293655,-5.9818787755415,-0.14694147927,-6.0041921112825,-0.3360606053675
"ETSIOL01","10.1107/S0108270185006102","CC[Si](O)(O)CC",0.0,19.0,"(10, 20]","","",-10.5212820295825,1.080291986485,-7.054279460362,1.847653044895,-7.2085680135954995,1.176076061861
"ETUWEX","10.1021/acs.cgd.6b00881","Cc1ccc(NC2=C(Cl)C(=O)OC2(C(O)c2cccc(c2)N(=O)=O)C(O)c2cccc(c2)N(=O)=O)cc1",17.0,57.0,"(50, 60]","","",-9.0262885349355,-1.706698070336,-5.9454155195745,-2.695015575352,-5.993307557262501,-2.831616728303
"EVEHUJ","10.1107/S1600536811022744","CCOC(=O)C1=C(O)CC(N(C1c1ccccc1)C(=O)CSC1=Nc2ccccc2O1)c1ccccc1",18.0,63.0,"(60, 70]","","",-8.868190387795,-0.708584466702,-6.177528634051,-0.78913016645,-6.124466433203501,-0.9406975811785
"EZOMIQ","10.1055/s-2008-1034306","CC(CCC=C(C)C(O)=O)C1CCC2(C)C3CCC(C(C)(C)C(O)=O)C(C)(CC(O)=O)C3=CCC12C",8.0,82.0,"(80, 90]",-11.3915021234815,2.754336394761,-9.459765898782,-0.310754017271,-6.2662377493140005,-1.134714756585,-6.3035173468325,-1.283833146659
"FACETA01","10.1107/S0567740881007486","NC(=O)CF",1.0,9.0,"(0, 10]",-12.3194103536865,4.702943678191501,-10.693530096949,0.9069554637165,-6.381341908075499,1.0163452316175,-6.7699204865894975,0.6685837306785001
"FACSEH","10.1039/a707607j","O=C(OCCCC1CCC(OCc2ccccc2)C2(CCCCO2)O1)c1ccc(cc1)N(=O)=O",12.0,65.0,"(60, 70]",-11.4666055462195,1.6476493647775,-9.630109169195,-1.527102929006,-6.248278235181,-2.2814025225920003,-6.452907850757001,-2.4460314021445
"FADTEM","10.1002/jccs.201300362","O=C1C2C3CC(C=C3)C2C(=O)N1NC(=S)Nc1ccccc1",11.0,37.0,"(30, 40]","","",-8.221647879007001,-0.292250275437,-5.2732943088395,-0.358101827258,-5.4504404255150005,-0.5200095683054999
"FANPAL","10.1246/bcsj.59.2085","BrC1CCC2OC1NC2=O",3.0,18.0,"(10, 20]","","",-10.2937948505645,-0.088164887562,-6.455628989262,0.0982331000305,-6.744613898493,-0.1134714756585
"FASDIM","10.1107/S0108270186090315","CC(=O)OC1OC2OC(=O)CC1C2C1(C)CCC2C1C(=C)CCCC2(C)C",7.0,59.0,"(50, 60]",-11.9008992516175,4.6789976593475,-9.962632294506,0.825593422417,-6.8093769949119975,0.235106366832,-6.8001251239950005,0.011428781721
"FAWXAC","10.1021/ic980899+","CCCN1C(=Nc2ccccc12)CN(CC1=Nc2ccccc2N1CCC)CC1=Nc2ccccc2N1CCC",18.0,79.0,"(70, 80]",-10.44372958219,3.4449613473300005,-8.9702330817325,-0.341774996228,-6.0523562628209975,-0.627494539253,-6.015893006854,-0.667767389127
"FAXBUB02","10.1107/S0021889810042561","Cc1ccc(cc1)S(=O)(=O)Nc1ccccc1",8.0,30.0,"(20, 30]","","",-9.34983190318,-0.383680529205,-6.328279707228,-0.7597418705960001,-6.3816140219260005,-0.8949824542945001
"FEDVES","10.1039/C7OB01292F","Cc1ccc2C3=C(c4c(O3)c3ccccc3cc4c3ccc(cc3)N(=O)=O)C3(C(=O)N(Cc4ccccc4)c4ccccc34)c2c1",29.0,72.0,"(70, 80]",-9.357451090994,1.851462638802,-8.671724187734,-1.1524021568675,-5.6167019881705,-2.2898380519575,-5.4504404255150005,-2.432153595769
"FEMNUH","10.1021/ja044123l","CC1CC2C(C3C=C(CS(=O)(=O)c4ccccc4)C(O)C45OC(C)(C)OC4C(=CC15C3=O)C)C2(C)C",12.0,72.0,"(70, 80]","","",-9.4997666348055,-0.1053080601435,-6.072492687758,-0.579058273864,-6.2436522997225,-0.6887201556155
"FEZLON","10.1016/j.tetlet.2012.11.064","CON(C)C(=O)C(C)NC(=O)OCC1c2ccccc2c2ccccc12",11.0,48.0,"(40, 50]",-10.939793131651497,2.9744764998155,-8.935130395018,-0.4786482630295,-5.9454155195745,-0.768449513812,-5.8175220098395,-0.788041711048
"FIDVEU","10.1002/chem.200400592","Cc1ccc(cc1)S(=O)(=O)[N-]c1ccc[n+](Cc2ccccc2)c1",12.0,42.0,"(40, 50]","","",-8.664104999920001,-1.313765670214,-5.3402343160625,-2.0264318446735,-5.5933001970274985,-2.110515024478
"FIFQIU","","CC1CCCC2(C)CC3OC(=O)C(=C)C3C3OC123",6.0,38.0,"(30, 40]",-11.8535514416305,3.306183283575,-10.4108038062795,-0.241637099244,-6.9359099353945,-1.1382522366415,-7.1356415016615005,-1.2710437956855
"FIHPOD01","10.1002/asia.201300530","CCN1CNC(=O)NC1",2.0,20.0,"(10, 20]",-11.278574875524,5.393840744611,-9.797731301103,1.4168968195535,-5.8267738807565,2.2550074790935,-6.195488148184,1.7118682334954998
"FIHTAT","10.1016/j.ica.2013.06.007","CC(=O)OCC1OC(N=Cc2cccc(c2O)C(C)(C)C)C(N=Cc2cccc(c2O)C(C)(C)C)C(OC(C)=O)C1OC(C)=O",14.0,89.0,"(80, 90]",-10.6502639947195,2.9195095020145,-9.1280591150225,-0.465858912056,-6.0243285362195005,-1.078659303382,-6.0956223650505,-1.1529463845685002
"FIMMEV","10.1246/cl.130190","COc1ccc(cc1)C1(c2ccc(OC)cc2)c2c(F)c(F)c(F)c(F)c2c2c(F)c(F)c(F)c(F)c2C1(c1ccc(OC)cc1)c1ccc(OC)cc1",25.0,82.0,"(80, 90]",-10.8489071055845,1.4666936541950002,-9.094589111411,-1.7515968556685,-5.6792881737855,-1.6879222146515,-5.682281426141,-1.6672415620135
"FOBFIN","10.1021/cg401573d","Fc1ccc(cc1)N=Cc1cccc(Cl)c1",9.0,25.0,"(20, 30]","","",-9.5182703766395,-1.2204306194925,-6.222427419383497,-1.8136388135825,-6.1413374919344985,-1.8234349122005
"FOFHEN","10.1039/a901914f","CC(=O)OC1C2C3C(OC(C)=O)C4(CO4)C(C(c4ccccc24)C21CO2)c1ccccc31",15.0,56.0,"(50, 60]",-11.411910662269,3.875989686522,-9.384662476044,0.167077904207,-6.3911380066935015,-0.135512697549,-6.365831418597001,-0.2402765299915
"FOJFER","10.1039/C4CC03497J","CCC1(CC)CC(C)(C)[N+](=C1[BH2-]OS(=O)(=O)C(F)(F)F)c1c(cccc1C(C)C)C(C)C",5.0,69.0,"(60, 70]","","","","",-3.7663278047705,-2.769030542688,-3.882520418934,-2.7943371307845
"FOSGID01","","NC(=O)C(Cl)(Cl)Cl",1.0,9.0,"(0, 10]","","",-11.0377541178315,-0.8223280562109999,-7.292106965699,-0.830491471726,-7.472790562430999,-0.907771805268
"FOSGID05","","NC(=O)C(Cl)(Cl)Cl",1.0,9.0,"(0, 10]","","",-11.0263253361105,-0.8432808226995,-7.326937538563,-1.0032837667935,-7.504899996789999,-1.0103587269065002
"FOXTIX","10.1021/ol503273v","CC1CN(C(C)CO)C(=O)C=C(CNC(=O)Nc2cccc3cccnc23)OC1CN(C)S(=O)(=O)c1ccc2OCCOc2c1",16.0,82.0,"(80, 90]","","",-8.4581148150915,-0.6451819395355001,-5.3878542399,-1.052536373734,-5.3952013138635015,-1.1186600394055
"FOYSOC","","Clc1ccc(cc1Cl)C1=NN(C(C1)c1ccccc1)c1ccccc1",14.0,41.0,"(40, 50]","","",-8.2578390211235,-1.033488404199,-5.2471713791915,-1.418801616507,-5.1551968977225,-1.4430197492015002
"FOZBUR","10.1016/0039-128X(86)90101-7","CC(C)C(C)C(C)CC(C)C1CCC2C3CCC4C(C)C(CCC4(C)C3CCC12C)OC(=O)c1ccc(Br)cc1",9.0,97.0,"(90, 100]","","",-9.871746268439,-0.8547096044204999,-6.843935453925501,-1.225600782652,-6.892099605464001,-1.3412491691145
"FRANAC02","10.1107/S010827018300757X","OC(=O)C1=CC=CO1",4.0,12.0,"(10, 20]",-11.577627997223498,2.6838589074815,-10.22059622478,-0.7431429257155,-6.867065131217999,-1.2694111125824998,-6.731552433669,-1.380705677437
"FUQXIZ","10.1016/j.tetlet.2009.04.039","CC(C)(C)[Si](C)(C)OC1CC(O)C(C)(COCc2ccccc2)C2CC=C3CCCCC3C12C",8.0,82.0,"(80, 90]","","",-9.319355151924,0.44082443781,-6.12256163625,0.3864016677099999,-6.1957602620345,0.310754017271
"FUTLAJ","10.1039/C5TC02181B","c1ccc(cc1)N1C(=Nc2c3cccc4ccc5cccc(c12)c5c34)c1ccc(cc1)c1ccc(cc1)C(c1ccccc1)=C(c1ccccc1)c1ccccc1",39.0,93.0,"(90, 100]",-8.536211490185,2.041398106451,-8.091033230767,-0.9842357972585,-5.1394142943935,-1.37689608353,-4.986758424263,-1.3510452677325002
"GACNAC","10.1021/acs.jnatprod.5b00801","CC1CC2CCCN2C(CC(=O)CC2N3CCCC3CC(C)C2(O)c2ccccc2)C1(O)c1ccccc1",13.0,82.0,"(80, 90]",-10.9289085776315,4.044428159981502,-8.630907110159,0.1297983066884999,-5.3190094357235,-0.3496662978925,-5.651532561034499,-0.4824578569365
"GAGPEM","10.1002/anie.201507321","[NH3+]C(CC)C(=O)NC(CCC)C(=O)[O-]",2.0,32.0,"(30, 40]",-6.3824303634775,0.116464728014,-7.621908952505001,-1.1801577696185,-2.6996415108105003,-0.979065634099,-3.3450955641965003,-1.4305025120785
"GAHGEC","10.1002/ejoc.200400371","COC12CCCC1C(C1C(C(ON1O2)N(=O)=O)c1ccccc1)c1ccccc1",12.0,53.0,"(50, 60]",-11.7898768006135,3.0210079682510003,-9.957734245197,-0.2663994596395,-6.2226995332340005,-1.3934950284105,-6.468146226385,-1.648465706329
"GALGOP01","10.1021/jp100995n","N[NH2+][BH3-]",-1.0,10.0,"(0, 10]",-7.3103385936825,3.7842873189035,-7.012918155086,-0.29932523555,-2.4544669315100003,-0.5134788358935001,-2.5875306044045003,-0.5368806270365001
"GAPGAF","10.1107/S0108270187010370","CC12CCC3C(CCC4=CCCCC34)C1C=CC2(O)C#C",8.0,47.0,"(40, 50]",-11.085374041669,4.5633492728850005,-9.230646036661,0.7074960113,-6.0915406572930015,0.226942951317,-6.080111875571999,0.1123830202565
"GECDOJ","10.1016/j.molstruc.2012.04.058","Brc1cccc(c1)C(=O)c1ccccc1",9.0,24.0,"(20, 30]","","",-9.6951443794645,-0.9668205108265,-6.6798508020739975,-1.795407185599,-6.6964497469545,-1.881939390058
"GEDXIX","10.1021/jo0513820","CN(N=O)C1=NN=NN1C",4.0,16.0,"(10, 20]",-10.75938164877,3.0876758616235,-10.308216884641,-1.1866885020305,-6.9555021326305,-2.1069775444215,-7.179996059293,-2.2631708946085
"GEKLOX","10.1107/S0108768187097684","CC1(C)CC(=O)CC(C)(C)N1[O]",2.5,28.0,"(20, 30]",-9.7609959312855,4.1674236204075,-7.881505565882001,0.8038243143770001,-4.2474250924545,-0.1972825416125,-4.539947481742,-0.4111640281054999
"GENINE","","CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC(O)C2(CO)CC1=O",7.0,82.0,"(80, 90]",-10.610263258696,3.926058635014,-9.539767370829,0.917567903886,-5.8518083550025,-0.0740149673359999,-6.0858262664325,-0.3485778424905
"GEVPOO","10.1002/chem.201203832","CC(C)(C)OC(=O)NN(C1CCCC2(Cc3ccccc3)C1N(N=C2c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C",17.0,88.0,"(80, 90]",-8.7547189121365,3.068355778238,-7.905723698576501,-0.235650594533,-4.9456692328375,-0.8963430235469999,-4.884443616475,-0.968181080079
"GEVVEK","10.1002/anie.201204050","C[N+]1=C2N(C3=C(SC=C3)[B-]2(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c2ccccc12",17.0,65.0,"(60, 70]","","",-8.311445449672,-0.7613745536990001,-5.273022194989,-1.217437367137,-5.207442757018502,-1.2302267181105
"GEVWEJ","10.1002/cber.19881210719","C1Cc2ccc(CCc3ccc(CCc4ccc(CCc5ccc(CCc6ccc1cc6)cc5)cc4)cc3)cc2",21.0,80.0,"(70, 80]",-11.1389804702175,4.136674755301,-9.073636344922502,0.401095815637,-6.1745353816955,0.11428781721,-6.1024252113129975,0.003265366206
"GEWJIB","10.1021/ja00225a037","COC(=O)C1(C)CC2CC3(C)CC=C(O[Si](C)(C)C(C)(C)C)C3(CO)C2C1",5.0,65.0,"(60, 70]","","",-8.749548748977,0.7719869938685,-5.5440475900870005,0.8389270010915001,-5.6156135327685,0.7178363376189999
"GIDNIS","10.1002/anie.201207987","Fc1c(F)c(F)c(c(F)c1F)C1=C2[Se]C(=C(C3=CC=C(S3)C=CC3=CC=C(S3)C(=C3[Se]C(=C(C4=CC=C(S4)C=CC4=CC=C1S4)c1c(F)c(F)c(F)c(F)c1F)C=C3)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)C=C2",39.0,98.0,"(90, 100]","","",-8.138653154604501,-2.3088860214925,-4.9102944322725,-3.1475409087335,-4.806346941381499,-3.062913501228
"GIHJAK","10.1002/ejoc.201300606","CN1N=CC2=C1C(=NN2C)Cl",5.0,18.0,"(10, 20]","","",-8.536755717885999,0.053878542399,-5.6760228075795,-0.1959219723599999,-5.6205115820775005,-0.345040362434
"GIKKUG","10.1039/c39880001328","Cls1np(np(np(n1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1",25.0,75.0,"(70, 80]","","",-7.649664565256,-0.1613635133465,-6.119296270044,-1.6781261160335,-6.1271875717085,-1.743161326303
"GIPWUX","10.1016/0022-328X(88)89026-0","CCOC(C(=O)OC(=O)C(OCC)[Si](c1ccccc1)(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(c1ccccc1)c1ccccc1",26.0,93.0,"(90, 100]","","",-9.535957776922,-0.219867991204,-6.521480541083,-0.594296649492,-6.5179430610265,-0.6789240569975
"GIQPAX","10.1021/jo980149h","Cc1c(C)c(C(=O)C(C)(C)C)c2ccccc2c1C(=O)C(C)(C)C",9.0,52.0,"(50, 60]",-10.2573315945975,2.7467172069470003,-9.185475137478,-0.6375627517215,-6.0292265855285,-0.928996685607,-5.985960483299,-0.9651878277235
"GLYCIN21","10.1107/S0108768102004263","[NH3+]CC(=O)[O-]",1.0,10.0,"(0, 10]",-8.569953607647001,1.766018889745,-9.0943169975605,0.128437737436,-4.2757249329065,0.170343270413,-4.8694773546975,-0.436470616202
"GLYCIN45","10.1524/zkri.220.1.50.58886","[NH3+]CC(=O)[O-]",1.0,10.0,"(0, 10]",-8.580293933966,1.772549622157,-9.0807113050355,0.1183695249675,-4.2740922498035,0.1717038396655,-4.868388899295501,-0.4351100469495
"GLYCIN67","10.1021/cg049716m","[NH3+]CC(=O)[O-]",1.0,10.0,"(0, 10]",-8.536211490185,1.7352700246384998,-9.0763574834275,0.0797293581965,-4.275452819056,0.1374174945025,-4.8760080871095,-0.4680358228600001
"GLYCIN72","10.1154/1.2999248","[NH3+]CC(=O)[O-]",1.0,10.0,"(0, 10]",-8.6850577664085,1.814999382835,-9.2222105072955,0.1744249781704999,-4.3742301467875,0.159458716393,-4.9614518361665,-0.4427292347635
"GLYCIN84","10.1039/c2cc30549f","[NH3+]CC(=O)[O-]",1.0,10.0,"(0, 10]",-8.5979813342485,1.7861553146820002,-9.138671555192,0.1439482269145,-4.336406321568,0.1961940862105,-4.9298866295085,-0.4122524835075
"GOBMOZ","10.1039/a805548c","COc1ccc(cc1)C(Nc1c(cccc1C(C)C)C(C)C)=Nc1c(cccc1C(C)C)C(C)C",13.0,77.0,"(70, 80]",-9.6837155977435,3.5257791609285003,-8.6649213414715,-0.0715659426815,-5.4757470136115005,-0.474566555272,-5.5285371006085,-0.543683473299
"GUCCEO","10.1021/acs.jmedchem.5b00289","O=C(N1CCCS(=O)c2ccccc12)c1ccccc1",10.0,35.0,"(30, 40]","","",-8.631995565561,-0.5406902209434999,-5.8703120968365,-0.9847800249595,-6.1353509872235,-1.1045101191795
"GUCNAT","10.1021/ja990082v","Fc1c(F)c(F)c(B(c2ccccc2B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F",20.0,56.0,"(50, 60]",-12.4021329642385,-1.113489876246,-10.5708067503735,-2.9793745491245,-7.1334645908575,-3.213120346704,-7.120403126033501,-3.1720311552785
"GUPPIQ","10.1021/ja002997b","CCCc1nc(C)cc2c1C(OC)(OC)C1C3C(C4OCCOC4(OC)C21Br)C13OCC(C)(C)CO1",9.0,74.0,"(70, 80]","","",-9.4001729655225,-0.345584590135,-6.0471860996615,-0.9281803440555,-6.341885399752999,-1.074305481774
"GUVWEB","10.1107/S2056989015017582","CC1(C)OCC(O1)C1OC2OC(C)(C)OC2C1CNC(=O)OCc1ccccc1",8.0,58.0,"(50, 60]",-12.056820487954,4.069190520377,-9.6886136470525,-0.058232364007,-6.4499145984015,-0.026667157349,-6.7187630826954985,-0.096872530778
"HADKIG02","10.1107/S0108768193000795","CC(=O)OC1C(OCc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)C1OC(C)=O",19.0,86.0,"(80, 90]",-11.313949676089,4.3470187617375,-9.390104753054,0.0492526069405,-6.0335804071365,-0.0767361058409999,-6.2267812409915,-0.1074849709475
"HAKPIV","10.1002/ejoc.201601119","CCOC(=O)C1=NN=C(C)O1",4.0,19.0,"(10, 20]",-11.9781795851595,3.0348857746265003,-11.223607877723,-0.8261376501180001,-7.422177386238,-1.4647888572415002,-7.701910424552,-1.5611171603185
"HEWQIK","10.1107/S160053680700061X","O=C1N2C=NC=C2C(=O)N2C=NC=C12",9.0,18.0,"(10, 20]",-11.792870052969,1.5714574866375002,-10.817069785076,-2.157318606764,-7.6292560264685,-3.0245454483075,-7.529390243335,-3.072709599846
"HISLUR","10.1107/S1600536807058035","COc1cc(C(O)C(O)CO)c(Br)c(OC)c1O",4.0,33.0,"(30, 40]","","",-9.1514609061655,-0.4552464718865,-5.784596233929,-0.1042196047415,-5.902693645046001,-0.2179631942505
"HOCNET","10.1016/j.tetlet.2008.04.078","CC(=C)C1CCC2C(=CC(=O)C12O)C",5.0,30.0,"(20, 30]",-10.843736942425,2.7518873701065,-9.080439191185,-0.3665373566235,-5.6368384131075,-1.125462885668,-5.7108533804435,-1.228321921157
"HOHGUI","10.1039/C4CC05610H","COC(=O)C1=CC(CC2(CCCN2S(=O)(=O)c2ccc(C)cc2)O1)c1ccccc1",12.0,55.0,"(50, 60]","","",-9.517998262789,-0.114832044911,-6.1220174085490005,-0.6065417727645,-6.202290994446501,-0.7442313811175001
"HOKXUB","","COC1C=CCC(CN(Cc2ccccc2)C(=O)C1Cl)O[Si](C)(C)C(C)(C)C",7.0,62.0,"(60, 70]","","",-9.271463114236,0.2223170158585,-6.131813507166999,-0.4106198004045,-6.247189779779,-0.4889885893485
"HOTJEG","","CC(C)(C)C1CC(CCC#N)C(=O)C(CCC#N)C1",6.0,43.0,"(40, 50]",-11.574634744868,3.831907242741,-10.322366804867,0.271569622799,-7.025435392209,-0.997569375933,-7.2194525676155,-1.2062806992665
"HUCYUA","10.1107/S1600536809030815","CSCCC(NC(=O)OC(C)(C)C)C(=O)C=[N+]=[N-]",4.0,37.0,"(30, 40]","","",-8.6932211819235,-0.573615996854,-6.0025594281795005,-1.7341815692365,-6.1043300082665,-1.846020361792
"IBAFAV","10.1021/acs.joc.6b00991","Cc1ccc(cc1)S(=O)(=O)N1CC(C=C)C2(C)C1Nc1ccccc21",11.0,47.0,"(40, 50]","","",-8.371310496782002,-0.419599557471,-5.135332586636,-0.8215117146595,-5.195741861447,-0.9211053839425
"IBEVAM","10.1139/cjc-78-5-642","CCOP1(=O)C(CCC1c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O",11.0,46.0,"(40, 50]","","",-9.4273843505725,-1.3194800610745,-6.967203028201999,-2.3105187045955,-7.039585312434999,-2.4884811628225
"IBIXOH","10.1002/anie.200460172","COC1C(C)OC(Sc2ccccc2)C(O)C1O",5.0,36.0,"(30, 40]","","",-8.8347203841835,-0.5434113594484999,-6.054533173625,-0.1096618817515,-6.021607397714501,-0.1776903443765
"IBUYUA","10.1016/j.tet.2004.06.040","CCN(CC)c1ccc(cc1)C=Cc1cc(C#Cc2ccc(cc2)C(F)(F)F)c(cc1C=Cc1ccc(cc1)N(CC)CC)C#Cc1ccc(cc1)C(F)(F)F",26.0,98.0,"(90, 100]",-8.647233941188999,1.534177889119,-7.716604572479,-1.2596150139645,-4.6871610748625,-1.825339709154,-4.6376363540715,-1.7657467758945
"ICAXUG","10.1016/j.tetlet.2004.09.080","O1c2ccccc2C2(c3ccccc13)c1cccc3c4ccccc4c4cccc(c4c13)C12c2ccccc2Oc2ccccc12",32.0,72.0,"(70, 80]",-9.6946001517635,2.776105502801,-8.5424701087465,-0.6879038140639999,-5.4191473327075,-1.114034103947,-5.4082627786875,-1.0881832881495
"IDAYAN","10.1002/1521-3773(20011119)40:22<4212::AID-ANIE4212>3.3.CO;2-E","COC(=O)CC1(C(=O)N(Cc2ccccc2)C(=C1C(=O)OC)c1ccccc1)C1(CC(=O)OC)C(=O)N(Cc2ccccc2)C(=C1C(=O)OC)c1ccccc1",26.0,96.0,"(90, 100]",-10.0973286505035,2.59596613377,-9.1835703405245,-0.4982404602655,-5.758473304281,-1.134170528884,-5.813984529783,-1.250091029197
"IFAJUV04","","O=C1C=Cc2ccccc2C1=CNc1cccc2cccnc12",15.0,37.0,"(30, 40]",-8.8466933936055,1.58370260991,-8.2458660117015,-1.4495504816135,-5.2215926772445,-1.9986762319225,-5.2237695880485004,-2.0052069643345
"IHIZEG","10.1021/acs.orglett.5b00558","CCC(Cl)C1OC1COC(=O)Nc1ccc(Br)cc1",6.0,34.0,"(30, 40]","","",-9.3169061272695,-0.6598760874625,-6.212359206914999,-0.61497730213,-6.2692310016695005,-0.7202853622734999
"IJAQER","10.1002/chem.201504174","C1Oc2ccc3CCc4cc5ccccc5nc4c3c2c2c(O1)ccc1CCc3cc4ccccc4nc3c21",25.0,63.0,"(60, 70]",-9.8551473235585,2.040309651049,-8.6464175996375,-0.7948445573105,-5.633028819200503,-1.5322730921655,-5.576701252147,-1.5883285453685
"IKOFEU","10.1021/om100458h","Clc1cccc(Cl)c1NC(c1ccccc1)=C1C=CC=C1C(=Nc1c(Cl)cccc1Cl)c1ccccc1",21.0,57.0,"(50, 60]","","",-8.2202873097545,-1.00682124685,-5.3641803349065,-1.6446561124219998,-5.3054037431985,-1.6324109891495002
"ILUTIU01","10.1021/jacs.5b11395","Cc1c2O[Si](C)(C)Oc3c4Cc2cc2Cc5cc6Cc7cc8Cc(c4)c(O[Si](C)(C)Oc8c(C)c7O[Si](C)(C)Oc6c(C)c5O[Si](C)(C)Oc12)c3C",21.0,100.0,"(90, 100]","","",-8.701112483588,-0.074559195037,-5.679016059935,-0.2751071028555,-5.5840483261105005,-0.324359709796
